#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
knckhead;Knuckle Heads (World);Arcade;;1992;Namco;Fighter / Versus;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
strahl;Koutetsu Yousai Strahl (World);Arcade;;1992;UPL;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
kungfum;Kung-Fu Master (World);Arcade;;1984;Irem;Fighter / 2D;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
kurikint;Kuri Kinton (World);Arcade;;1988;Taito Corporation Japan;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
dadandrn;Kyukyoku Sentai Dadandarn (ver JAA);Arcade;mmaulers;1993;Konami;Fighter / Versus Co-op;2;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;mmaulers;;;3;;;;
ktiger2;Kyukyoku Tiger II (Ver 2.1J 1995/11/30);Arcade;tcobra2;1995;Taito Corporation;Shooter / Flying Vertical;2;270;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;tcobra2;;;4;;;;
lsasquad;Land Sea Air Squad / Riku Kai Kuu Saizensen;Arcade;;1986;Taito;Shooter / Misc. Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
lomakai;Legend of Makai (World);Arcade;;1988;Jaleco;Fighter / 2D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
lethalth;Lethal Thunder (World);Arcade;;1991;Irem;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
lgtnfght;Lightning Fighters (World);Arcade;;1990;Konami;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
liquidk;Liquid Kids (World);Arcade;;1990;Taito Corporation Japan;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu (Japan);Arcade;;1986;Irem (licensed from Broderbund);Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
lrescue;Lunar Rescue;Arcade;;1979;Taito;Maze / Shooter Small;2;270;joystick (2-way),joystick (2-way);imperfect;1;raster;;;;1;;;;
machbrkr;Mach Breakers (World, MB2);Arcade;;1995;Namco;Sports / Track & Field;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
magmax;Mag Max (set 1);Arcade;;1985;Nichibutsu;Shooter / Misc. Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
magipur;Magic Purple;Arcade;;1996;Unico;Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
majtitle;Major Title (World);Arcade;;1990;Irem;Sports / Golf;4P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
majtitl2;Major Title 2 (World, set 1);Arcade;;1992;Irem;Sports / Golf;4P alt;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
marble;Marble Madness (set 1);Arcade;;1984;Atari Games;Maze / Ball Guide;2;0;trackball,trackball;good;1;raster;atarisy1;;;;;;;
masterw;Master of Weapon (World);Arcade;;1989;Taito Corporation Japan;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
matmania;Mat Mania;Arcade;;1985;Technos Japan (Taito America license);Sports / Wrestling;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
mofflott;Maze of Flott (Japan);Arcade;;1989;Taito Corporation;Maze / Driving;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
mazinger;Mazinger Z (World);Arcade;;1994;Banpresto / Dynamic Pl. Toei Animation;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
metalb;Metal Black (World);Arcade;;1991;Taito Corporation Japan;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
midres;Midnight Resistance (World, set 1);Arcade;;1989;Data East Corporation;Platform / Shooter Scrolling;2;0;joystick (8-way),positional,joystick (8-way),positional;imperfect;1;raster;;;;2;;;;
minigolf;Mini Golf (set 1);Arcade;;1985;Bally/Sente;Sports / Golf;4P alt;0;trackball;good;1;raster;;;;1;;;;
missile;Missile Command (rev 3);Arcade;;1980;Atari;Shooter / Command;2;0;trackball,trackball;good;1;raster;;;;3;;;;
mslider;Monster Slider (Japan);Arcade;;1997;Visco / Datt Japan;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
mouja;Mouja (Japan);Arcade;;1996;Etona;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
mrgoemon;Mr. Goemon (Japan);Arcade;;1986;Konami;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
mspacmab;Ms. Pac-Man (bootleg, set 1);Arcade;mspacman;1981;bootleg;Maze / Collect;2;90;joystick (4-way),joystick (4-way);good;1;raster;mspacman;;;;;;;
mysticri;Mystic Riders (World);Arcade;;1992;Irem;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
nbahangt;NBA Hangtime (ver L1.3 10/10/96);Arcade;;1996;Midway;Sports / Basketball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
nbajam;NBA Jam (rev 3.01 4/07/93);Arcade;;1993;Midway;Sports / Basketball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
nbajamte;NBA Jam Tournament Edition (rev 4.0 3/23/94);Arcade;;1994;Midway;Sports / Basketball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
naname;Naname de Magic! (Japan);Arcade;;1994;Atlus;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
narc;Narc (rev 7.00);Arcade;;1988;Williams;Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
nebulray;Nebulas Ray (World, NR2);Arcade;;1994;Namco;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
newfant;New Fantasia (1995 copyright);Arcade;;1995;Comad & New Japan System;Puzzle / Outline * Mature *;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;;
nightstr;Night Striker (World);Arcade;;1989;Taito Corporation Japan;Shooter / Flying (chase view);1;0;joystick (8-way),joystick (analog);imperfect;1;raster;;;;2;;;;
nbbatman;Ninja Baseball Bat Man (World);Arcade;;1993;Irem;Fighter / 2.5D;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
ninclown;Ninja Clowns (27 oct 91);Arcade;;1991;Strata / Incredible Technologies;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
numanath;Numan Athletics (World);Arcade;;1993;Namco;Sports / Track & Field;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
ordyne;Ordyne (World);Arcade;;1988;Namco;Shooter / Flying Horizontal;2;180;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
orunners;OutRunners (World);Arcade;;1992;Sega;Driving / Race (chase view);1;0;paddle,pedal,paddle,pedal;imperfect;2;raster;;;;5;;;;
p47;P-47 - The Phantom Fighter (World);Arcade;;1988;Jaleco;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
p47aces;P-47 Aces (ver 1.1);Arcade;;1995;Jaleco;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;5;;;;
pacland;Pac-Land (World);Arcade;;1984;Namco;Platform / Run, Jump & Scrolling;2;0;only_buttons,only_buttons;good;1;raster;;;;3;;;;
pacman;Pac-Man (Midway);Arcade;puckman;1980;Namco (Midway license);Maze / Collect;2;90;joystick (4-way),joystick (4-way);good;1;raster;puckman;;;;;;;
palamed;Palamedes (US);Arcade;;1990;Hot-B Co., Ltd.;Puzzle / Toss;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
panicstr;Panic Street (Japan);Arcade;;1999;Kaneko;Puzzle / Outline;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;skns;;;1;;;;
paperboy;Paperboy (rev 3);Arcade;;1984;Atari Games;Maze / Driving;2;0;joystick (analog);good;1;raster;;;;2;;;;
paradise;Paradise (set 1);Arcade;;1994;Yun Sung;Puzzle / Outline * Mature *;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
penbros;Penguin Brothers (Japan);Arcade;;2000;Subsino;Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
perestro;Perestroika Girls;Arcade;;1994;Promat;Puzzle / Outline * Mature *;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;;
peterpak;Peter Pack Rat;Arcade;;1984;Atari Games;Platform / Run Jump;2;0;joystick (8-way);good;1;raster;atarisy1;;;2;;;;
pigskin;Pigskin 621AD (rev 1.1K 8/01/90);Arcade;;1990;Midway;Sports / Rugby Football;2;0;joystick (8-way),joystick (analog),joystick (analog);good;1;raster;;;;3;;;;
pipedrm;Pipe Dream (World);Arcade;;1990;Video System Co.;Puzzle / Sliding;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
pnickj;Pnickies (Japan 940608);Arcade;;1994;Capcom;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
pcktgal;Pocket Gal (Japan);Arcade;;1987;Data East Corporation;Sports / Pool * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
polepos;Pole Position (World);Arcade;;1982;Namco;Driving / Race (chase view);1;0;dial,pedal;good;1;raster;;;;1;;;;
polepos2;Pole Position II (Japan);Arcade;;1983;Namco;Driving / Race (chase view);1;0;dial,pedal;good;1;raster;;;;1;;;;
pspikes;Power Spikes (World);Arcade;;1991;Video System Co.;Sports / Volleyball;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
prehisle;Prehistoric Isle in 1930 (World);Arcade;;1989;SNK;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
prmrsocr;Premier Soccer (ver EAB);Arcade;;1993;Konami;Sports / Soccer;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
primrage;Primal Rage (version 2.3, Jan 1995);Arcade;;1994;Atari Games;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;4;;;;
psychic5;Psychic 5 (World);Arcade;;1987;Jaleco / NMK;Platform / Fighter Scrolling;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
pulirula;PuLiRuLa (World);Arcade;;1991;Taito Corporation Japan;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
puckman;Puck Man (Japan set 1);Arcade;;1980;Namco;Maze / Collect;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;;;;;;
puyopuy2;Puyo Puyo 2 (Japan);Arcade;;1994;Compile (Sega license);Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
ichir;Puzzle & Action: Ichidant-R (World);Arcade;;1994;Sega;Multiplay / Mini-Games;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
tantr;Puzzle & Action: Tant-R (Japan);Arcade;;1992;Sega;Multiplay / Mini-Games;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
puzznic;Puzznic (World);Arcade;;1989;Taito Corporation Japan;Maze / Blocks * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
rtype;R-Type (World);Arcade;;1987;Irem;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
rtypeleo;R-Type Leo (World);Arcade;;1992;Irem;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
raimais;Raimais (World);Arcade;;1988;Taito Corporation Japan;Maze / Collect;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
raphero;Rapid Hero (NMK);Arcade;arcadian;1994;NMK;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;arcadian;;;3;;;;
renegade;Renegade (US);Arcade;;1986;Technos Japan (Taito America license);Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
rimrockn;Rim Rockin' Basketball (V2.2);Arcade;;1991;Strata / Incredible Technologies;Sports / Basketball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
riotcity;Riot City (Japan);Arcade;;1991;Sega / Westone;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
roadblst;Road Blasters (upright, rev 4);Arcade;;1987;Atari Games;Shooter / Driving (chase view);1;0;joystick (analog),pedal;good;1;raster;atarisy1;;;3;;;;
robocop2;Robocop 2 (Euro/Asia v0.10);Arcade;;1991;Data East Corporation;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
rockrage;Rock'n Rage (World);Arcade;;1986;Konami;Maze / Fighter;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
rodland;Rod-Land (World, set 1);Arcade;;1990;Jaleco;Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
rohga;Rohga Armor Force (Asia/Europe v5.0);Arcade;;1991;Data East Corporation;Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
rungun;Run and Gun (ver EAA 1993 10.8);Arcade;;1993;Konami;Sports / Basketball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
ryujin;Ryu Jin (Japan, ET910000B PCB);Arcade;;1993;Taito Corporation;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
searchar;SAR - Search And Rescue (World);Arcade;;1989;SNK;Shooter / Walking;2;90;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;;2;;;;
neobattl;SD Gundam Neo Battling (Japan);Arcade;;1992;Banpresto / Sotsu Agency. Sunrise;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
salmndr2;Salamander 2 (ver JAA);Arcade;;1996;Konami;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;konamigx;;;3;;;;
samuraia;Samurai Aces (World);Arcade;;1993;Psikyo (Banpresto license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
sexyparo;Sexy Parodius (ver JAA);Arcade;;1996;Konami;Shooter / Flying Horizontal * Mature *;2;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;konamigx;;;3;;;;
shdancer;Shadow Dancer (World);Arcade;;1989;Sega;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
shanghai;Shanghai (World);Arcade;;1988;Sunsoft;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
shangha2;Shanghai II (Japan, set 1);Arcade;;1989;Sunsoft;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
shangha3;Shanghai III (World);Arcade;;1993;Sunsoft;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
shogwarr;Shogun Warriors (World);Arcade;;1992;Kaneko;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
sidepckt;Side Pocket (World);Arcade;;1986;Data East Corporation;Sports / Pool;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
silentd;Silent Dragon (World);Arcade;;1992;Taito Corporation Japan;Fighter / 2.5D;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
silkworm;Silk Worm (World);Arcade;;1988;Tecmo;Shooter / Misc. Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
skyadvnt;Sky Adventure (World);Arcade;;1989;Alpha Denshi Co.;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
slapshot;Slap Shot (Ver 3.0 O);Arcade;;1994;Taito Corporation Japan;Sports / Hockey;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
smashtv;Smash T.V. (rev 8.00);Arcade;;1990;Williams;Shooter / Field;2;0;double joystick,double joystick;good;1;raster;;;;;;;;
snowboar;Snow Board Championship (Version 2.1);Arcade;;1996;Gaelco;Sports / Skiing;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
spacegun;Space Gun (World);Arcade;;1990;Taito Corporation Japan;Shooter / Gun;2;0;joystick (analog),joystick (analog);good;1;raster;;;;3;;;;
invaddlx;Space Invaders Deluxe;Arcade;invadpt2;1980;Taito (Midway license);Shooter / Gallery;2;270;joystick (2-way),joystick (2-way);good;1;raster;invadpt2;;;1;;;;
panic;Space Panic (version E);Arcade;;1980;Universal;Platform / Run Jump;2;270;joystick (4-way),joystick (4-way);imperfect;1;raster;;;;2;;;;
spinlbrk;Spinal Breakers (World);Arcade;;1990;V-System Co.;Shooter / 3rd Person;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
splash;Splash! (Ver. 1.2 World);Arcade;;1992;Gaelco / OMK Software;Puzzle / Paint * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
stagger1;Stagger I (Japan);Arcade;;1998;Afega;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
strkforc;Strike Force (rev 1 02/25/91);Arcade;;1991;Midway;Shooter / Flying;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
s1945;Strikers 1945 (World);Arcade;;1995;Psikyo;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
s1945iii;Strikers 1945 III (World) / Strikers 1999 (Japan);Arcade;;1999;Psikyo;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
sprcros2;Super Cross II (Japan, set 1);Arcade;;1986;GM Shoji;Driving / Motorbike;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
sdtennis;Super Doubles Tennis;Arcade;;1983;Data East Corporation;Sports / Tennis;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
shimpact;Super High Impact (rev LA1 09/30/91);Arcade;;1991;Midway;Sports / Football;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
spbactn;Super Pinball Action (US);Arcade;;1991;Tecmo;Arcade / Pinball * Mature *;1;90;only_buttons;imperfect;1;raster;;;;4;;;;
srdarwin;Super Real Darwin (World);Arcade;;1987;Data East Corporation;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
sslam;Super Slam (set 1);Arcade;;1993;Playmark;Sports / Tennis;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
ssprint;Super Sprint (rev 4);Arcade;;1986;Atari Games;Driving / Race Track;3;0;dial,pedal,dial,pedal,dial,pedal;good;1;raster;;;;;;;;
svf;Super Visual Football: European Sega Cup (Rev A);Arcade;;1994;Sega;Sports / Soccer;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
swcourt;Super World Court (World);Arcade;;1992;Namco;Sports / Tennis;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
superman;Superman (World);Arcade;;1988;Taito Corporation;Fighter / 2D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
suratk;Surprise Attack (World ver. K);Arcade;;1990;Konami;Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
survarts;Survival Arts (World);Arcade;;1993;Sammy;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;;
syvalion;Syvalion (Japan);Arcade;;1988;Taito Corporation;Shooter / Flying Horizontal;2;0;trackball,trackball;good;1;raster;;;;1;;;;
puzldama;Taisen Puzzle-dama (ver JAA);Arcade;crzcross;1994;Konami;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;crzcross;;;3;;;;
tgtball;Target Ball;Arcade;tgtbal96;1995;Yun Sung;Sports / Pool * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;tgtbal96;;;2;;;;
tbowl;Tecmo Bowl (World, set 1);Arcade;;1987;Tecmo;Sports / Football;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;2;raster;;;;2;;;;
tehkanwc;Tehkan World Cup (set 1);Arcade;;1985;Tehkan;Sports / Soccer;2;0;trackball,trackball;good;1;raster;;;;1;;;;
tengai;Tengai (World);Arcade;;1996;Psikyo;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
tetrisp;Tetris Plus (ver 1.0);Arcade;;1995;Jaleco / BPS;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;5;;;;
tetrisp2;Tetris Plus 2 (World, V2.8);Arcade;;1997;Jaleco / The Tetris Company;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
gametngk;The Game Paradise - Master of Shooting! / Game Tengoku - The Game Paradise (ver 1.0);Arcade;;1995;Jaleco;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;5;;;;
ninjak;The Ninja Kids (World);Arcade;;1990;Taito Corporation Japan;Fighter / 2.5D;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
ninjaw;The Ninja Warriors (World, later version);Arcade;;1987;Taito Corporation Japan;Fighter / 2D;2;0;joystick (8-way),joystick (8-way);imperfect;3;raster;;;;2;;;;
outfxies;The Outfoxies (World, OU2);Arcade;;1994;Namco;Platform / Fighter;2;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
thndrx2;Thunder Cross II (World);Arcade;;1991;Konami;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
tdragonb;Thunder Dragon (bootleg with Raiden sounds, encrypted);Arcade;tdragon;1991;bootleg;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;tdragon;;;2;;;;
tfrceac;Thunder Force AC;Arcade;;1990;Technosoft / Sega;Shooter / Flying Horizontal;1;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
thundfox;Thunder Fox (World);Arcade;;1990;Taito Corporation Japan;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
tndrcade;Thundercade / Twin Formation;Arcade;;1987;Seta (Taito license);Shooter / Driving Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
tinklpit;Tinkle Pit (Japan);Arcade;;1993;Namco;Maze / Collect;2;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
tokiob;Tokio / Scramble Formation (bootleg);Arcade;tokio;1986;bootleg;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;tokio;;;2;;;;
topspeed;Top Speed (World);Arcade;;1987;Taito Corporation Japan;Driving / Race (chase view);1;0;dial,paddle,pedal;good;1;raster;;;;4;;;;
totcarn;Total Carnage (rev LA1 03/10/92);Arcade;;1992;Midway;Shooter / Walking;2;0;double joystick,double joystick;good;1;raster;;;;;;;;
tturfu;Tough Turf (set 1, US) (8751 317-0099);Arcade;tturf;1989;Sega / Sunsoft;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;tturf;;;3;;;;
triothep;Trio The Punch - Never Forget Me... (World);Arcade;;1989;Data East Corporation;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
trog;Trog (rev LA5 3/29/91);Arcade;;1990;Midway;Maze / Collect;4;0;joystick (4-way),joystick (4-way),joystick (4-way),joystick (4-way);good;1;raster;;;;1;;;;
tumblep;Tumble Pop (World);Arcade;;1991;Data East Corporation;Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
twincobr;Twin Cobra (World);Arcade;;1987;Toaplan / Taito Corporation;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
twineagl;Twin Eagle - Revenge Joe's Brother;Arcade;;1988;Seta (Taito license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
twinhawk;Twin Hawk (World);Arcade;;1989;Taito Corporation Japan;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
earthjkr;U.N. Defense Force: Earth Joker (US / Japan, set 1);Arcade;;1993;Visco;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
ultennis;Ultimate Tennis;Arcade;;1993;Art & Magic;Sports / Tennis;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
uccops;Undercover Cops (World);Arcade;;1992;Irem;Fighter / 2.5D;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
vfive;V-Five (Japan);Arcade;grindstm;1993;Toaplan;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;grindstm;;;2;;;;
valkyrie;Valkyrie no Densetsu (Japan);Arcade;;1989;Namco;Shooter / Walking;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
vandyke;Vandyke (Japan);Arcade;;1990;UPL;Fighter / Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
wecleman;WEC Le Mans 24 (v2.01);Arcade;;1986;Konami;Driving / Race (chase view);1;0;paddle,pedal;good;1;raster;;;;2;;;;
wwfmania;WWF: Wrestlemania (rev 1.30 08/10/95);Arcade;;1995;Midway;Sports / Wrestling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;5;;;;
warriorb;Warrior Blade - Rastan Saga Episode III (Japan);Arcade;;1991;Taito Corporation;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;2;raster;;;;3;;;;
wingforc;Wing Force (Japan, prototype);Arcade;;1993;A.I (Atlus license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
